Datetime;Branch;Gender;Age;NPS;CSI;Loyalty;CES;Account Opening;ATM Service;Mobile Banking;Internet Banking;Customer Service;Loan Application;Complaint Handling;Branch Cleanliness;Staff Friendliness;Transaction Speed;Improvement_Feedback
06/05/2025 13.21;Bogor Selatan;Female;38;10;3;3;4;4;4;3;4;3;3;3;5;3;3;overall good
11/05/2025 00.40;Bogor Tengah;Male;60;7;4;3;4;4;4;3;4;3;4;4;4;4;5;overall good
07/05/2025 20.55;Cijeruk;Female;43;8;4;5;4;3;4;3;4;3;4;4;4;4;5;overall good
16/05/2025 02.46;Dramaga;Male;57;9;4;3;4;4;3;3;4;4;4;3;4;4;4;overall good
07/05/2025 07.32;Kemang;Female;42;7;3;3;3;3;3;3;2;4;4;2;3;3;3;improve Internet Banking, Complaint Handling
06/05/2025 03.24;Bogor Tengah;Male;51;7;5;4;4;4;4;5;4;4;3;4;4;4;5;overall good
09/05/2025 16.31;Leuwiliang;Female;24;10;4;4;4;4;4;3;4;4;4;4;4;4;4;overall good
30/05/2025 22.03;Kemang;Male;58;8;4;4;4;3;4;4;4;4;3;4;4;4;3;overall good
26/05/2025 21.33;Bojonggede;Female;40;9;4;3;4;3;3;3;3;4;3;4;4;3;3;overall good
23/05/2025 17.34;Bogor Timur;Male;50;7;4;5;5;5;4;4;4;5;5;4;4;4;5;overall good
23/05/2025 20.13;Bogor Selatan;Female;50;10;4;4;3;4;4;4;4;4;4;4;4;4;4;overall good
18/05/2025 15.26;Cibinong;Male;35;10;4;4;5;4;4;4;3;5;3;3;4;4;4;overall good
17/05/2025 00.51;Leuwiliang;Female;32;5;3;4;4;4;4;4;4;3;5;4;3;4;4;overall good
24/05/2025 01.48;Ciomas;Male;50;7;3;4;4;4;4;4;4;4;4;4;4;4;4;overall good
14/05/2025 16.51;Bogor Selatan;Female;43;9;4;3;4;4;4;4;2;4;5;4;4;4;4;improve Internet Banking
20/05/2025 16.39;Bojonggede;Male;59;7;4;4;5;5;5;4;5;4;4;4;4;4;4;overall good
15/05/2025 15.59;Bogor Selatan;Female;41;7;4;3;4;4;4;3;3;4;4;4;5;4;3;overall good
12/05/2025 13.57;Cijeruk;Male;50;10;4;3;3;5;4;3;4;3;3;3;4;4;2;improve Transaction Speed
19/05/2025 15.10;Kemang;Female;36;8;4;3;4;4;4;5;4;4;4;3;5;4;4;overall good
22/05/2025 03.13;Bogor Timur;Male;42;10;4;4;4;5;5;4;4;4;4;3;4;3;4;overall good
09/05/2025 09.39;Sukaraja;Female;42;9;5;4;4;4;4;5;5;5;5;4;5;4;4;overall good
29/05/2025 17.55;Bogor Timur;Male;57;0;4;4;4;5;5;3;4;4;5;5;5;4;4;overall good
22/05/2025 14.42;Kemang;Female;50;9;4;4;4;4;5;4;4;4;5;4;4;4;4;overall good
30/05/2025 01.01;Baranangsiang;Male;40;0;4;3;3;4;4;3;4;3;3;4;4;3;4;overall good
19/05/2025 09.27;Bogor Selatan;Female;64;6;4;4;4;4;4;4;4;3;4;4;4;4;3;overall good
05/05/2025 09.28;Ciomas;Male;52;7;4;5;4;4;4;4;3;4;4;4;4;4;3;overall good
08/05/2025 02.56;Yasmin;Female;29;7;5;4;4;4;5;5;4;4;5;3;4;4;4;overall good
30/05/2025 21.11;Tanah Sareal;Male;49;8;4;4;5;5;4;4;5;4;4;5;4;4;4;overall good
15/05/2025 13.13;Sukaraja;Female;49;10;4;4;5;4;5;5;4;4;4;5;5;4;4;overall good
17/05/2025 17.05;Sukaraja;Male;64;10;4;3;4;4;3;4;5;4;5;3;4;4;4;overall good
07/05/2025 04.36;Bogor Timur;Female;58;10;4;4;4;3;4;4;4;5;3;3;3;4;3;overall good
01/05/2025 00.58;Dramaga;Male;24;9;4;4;4;4;3;3;4;3;2;3;4;4;4;improve Loan Application
02/05/2025 12.19;Cijeruk;Female;43;10;3;3;3;4;3;5;2;4;3;2;3;3;4;improve Internet Banking, Complaint Handling
31/05/2025 08.25;Cibinong;Male;48;8;5;4;5;5;4;4;4;4;4;4;5;5;4;overall good
27/05/2025 11.06;Ciomas;Female;45;10;4;4;4;4;4;3;4;3;4;4;4;4;4;overall good
10/05/2025 03.18;Yasmin;Male;63;9;4;3;4;4;4;4;4;4;3;4;5;5;4;overall good
21/05/2025 06.06;Cijeruk;Female;45;2;4;5;4;3;4;5;3;4;3;4;3;4;3;overall good
07/05/2025 02.16;Tanah Sareal;Male;39;5;4;4;4;4;4;4;4;5;4;4;4;3;3;overall good
07/05/2025 23.46;Tanah Sareal;Female;21;9;4;4;4;3;3;4;3;4;3;3;4;4;4;overall good
05/05/2025 02.38;Caringin;Male;63;7;3;4;4;2;3;4;3;4;3;3;3;4;3;improve Account Opening
23/05/2025 03.18;Tanah Sareal;Female;62;6;4;3;4;3;3;4;3;3;4;3;4;4;4;overall good
25/05/2025 17.30;Kemang;Male;48;8;4;5;4;4;5;4;4;4;5;4;5;5;4;overall good
18/05/2025 05.57;Gunung Putri;Female;56;3;3;4;4;4;4;4;4;3;4;2;4;3;4;improve Complaint Handling
29/05/2025 01.20;Cibinong;Male;32;9;4;4;4;4;4;3;4;4;4;4;4;4;4;overall good
20/05/2025 22.39;Caringin;Female;36;8;4;4;4;4;4;5;4;4;4;4;5;4;5;overall good
28/05/2025 13.56;Cijeruk;Male;57;9;4;4;4;5;5;4;5;4;4;5;4;3;3;overall good
04/05/2025 21.16;Caringin;Female;44;10;4;4;4;5;4;4;5;4;4;5;5;4;5;overall good
14/05/2025 13.32;Tanah Sareal;Male;54;6;4;3;4;4;4;4;4;4;4;3;3;3;3;overall good
12/05/2025 21.42;Babakan Madang;Female;54;9;4;3;3;3;3;2;3;3;4;3;4;3;3;improve Mobile Banking
31/05/2025 18.17;Caringin;Male;61;7;5;4;4;4;4;4;5;4;4;5;5;3;4;overall good
17/05/2025 16.15;Cijeruk;Female;58;9;5;5;4;4;5;5;4;4;4;5;4;4;3;overall good
28/05/2025 20.43;Cijeruk;Male;21;10;4;4;5;4;4;4;4;5;4;4;5;5;3;overall good
15/05/2025 00.57;Ciomas;Female;47;10;4;4;5;4;5;4;4;4;5;4;5;5;5;overall good
28/05/2025 08.45;Baranangsiang;Male;23;8;4;3;4;4;4;5;4;4;4;3;4;4;4;overall good
28/05/2025 19.25;Cileungsi;Female;24;7;4;5;4;4;4;3;4;5;4;5;4;5;4;overall good
31/05/2025 07.22;Bogor Barat;Male;63;6;3;3;3;3;4;4;4;4;4;4;3;4;4;overall good
25/05/2025 13.03;Bogor Tengah;Female;39;7;4;5;4;4;4;5;4;4;5;4;5;4;3;overall good
14/05/2025 08.39;Bogor Timur;Male;38;10;4;4;4;4;4;3;3;4;4;4;4;5;4;overall good
29/05/2025 17.27;Cileungsi;Female;21;7;4;5;4;3;3;4;3;5;2;4;4;4;4;improve Loan Application
13/05/2025 16.22;Tanah Sareal;Male;63;9;5;4;4;4;4;4;4;4;4;5;5;5;4;overall good
17/05/2025 15.26;Cibinong;Female;52;9;4;3;4;5;4;3;4;3;4;4;4;4;4;overall good
25/05/2025 01.49;Bogor Timur;Male;30;7;4;3;4;4;4;4;4;3;3;4;4;3;4;overall good
31/05/2025 22.49;Gunung Putri;Female;45;10;4;4;5;4;4;5;4;4;5;4;4;4;4;overall good
03/05/2025 15.17;Baranangsiang;Male;34;8;4;4;4;4;4;4;4;4;3;4;3;4;3;overall good
20/05/2025 08.34;Cileungsi;Female;28;10;3;4;4;3;4;4;3;3;3;3;3;4;4;overall good
19/05/2025 10.29;Caringin;Male;40;9;4;4;4;4;4;4;5;3;4;4;4;4;3;overall good
01/05/2025 13.49;Leuwiliang;Female;51;10;3;3;3;4;4;3;4;4;4;3;3;3;3;overall good
26/05/2025 17.47;Dramaga;Male;49;8;3;3;3;3;4;3;4;4;4;2;3;3;4;improve Complaint Handling
18/05/2025 04.14;Bogor Barat;Female;27;5;3;3;3;3;4;3;3;3;4;2;4;2;3;improve Complaint Handling, Staff Friendliness
14/05/2025 05.35;Gunung Putri;Male;60;6;4;3;4;4;4;3;4;3;4;3;3;4;4;overall good
13/05/2025 09.29;Ciomas;Female;38;9;4;4;4;3;4;4;4;4;4;5;4;4;4;overall good
29/05/2025 13.54;Sukaraja;Male;46;7;3;4;3;3;3;3;3;4;3;3;3;4;3;overall good
16/05/2025 04.59;Yasmin;Female;54;9;4;5;4;4;4;4;4;4;5;5;3;4;4;overall good
01/05/2025 13.56;Cijeruk;Male;21;7;4;4;4;3;4;3;4;4;3;4;3;4;3;overall good
18/05/2025 01.32;Gunung Putri;Female;27;8;4;4;3;3;3;3;3;3;3;4;4;3;3;overall good
02/05/2025 03.36;Cibinong;Male;39;9;4;5;5;5;5;5;4;5;5;5;4;4;5;overall good
30/05/2025 02.20;Kemang;Female;26;9;4;4;4;3;5;4;4;4;5;4;4;4;4;overall good
19/05/2025 06.01;Bogor Selatan;Male;28;9;4;3;4;4;5;4;5;5;4;4;4;4;3;overall good
09/05/2025 22.40;Sukaraja;Female;32;5;3;4;5;4;4;4;4;4;4;4;3;4;3;overall good
23/05/2025 00.18;Cileungsi;Male;39;9;4;4;4;3;4;5;4;4;3;3;5;4;3;overall good
16/05/2025 16.47;Cileungsi;Female;48;5;3;4;3;4;4;4;4;4;4;3;3;4;4;overall good
04/05/2025 00.41;Cileungsi;Male;31;8;4;4;4;4;4;4;4;4;4;4;4;4;3;overall good
13/05/2025 12.52;Leuwiliang;Female;45;9;4;3;4;3;4;4;3;3;4;4;4;4;4;overall good
10/05/2025 17.47;Cileungsi;Male;32;10;4;4;4;4;3;4;5;4;3;4;4;3;3;overall good
06/05/2025 06.19;Kemang;Female;46;10;4;5;5;4;4;4;4;4;4;4;5;5;4;overall good
30/05/2025 19.19;Tanah Sareal;Male;55;1;3;4;2;4;3;3;4;4;4;3;3;3;4;overall good
02/05/2025 16.36;Bogor Selatan;Female;49;7;4;5;4;4;3;3;4;3;4;4;3;5;4;overall good
22/05/2025 15.29;Bogor Timur;Male;25;10;5;5;5;5;5;5;5;4;5;4;4;5;5;overall good
02/05/2025 20.04;Bogor Tengah;Female;52;9;4;5;4;3;3;3;4;4;4;5;4;4;4;overall good
19/05/2025 23.55;Leuwiliang;Male;38;10;4;3;3;5;4;4;4;3;4;3;3;3;3;overall good
24/05/2025 05.04;Sukaraja;Female;21;8;4;4;4;4;4;4;4;4;4;4;4;4;3;overall good
04/05/2025 09.40;Gunung Putri;Male;46;6;4;4;4;4;3;4;4;4;5;3;5;4;4;overall good
06/05/2025 21.12;Cijeruk;Female;35;10;3;2;3;3;3;3;3;3;3;3;2;2;3;improve Branch Cleanliness, Staff Friendliness
17/05/2025 04.29;Sukaraja;Male;55;2;4;4;4;3;5;4;5;3;5;4;4;4;4;overall good
18/05/2025 17.40;Dramaga;Female;46;9;4;3;4;3;3;3;4;4;3;3;4;4;5;overall good
15/05/2025 01.49;Cijeruk;Male;42;10;4;4;4;4;4;5;4;4;3;3;4;3;4;overall good
10/05/2025 06.32;Yasmin;Female;32;8;4;3;3;4;4;3;4;3;4;3;4;3;4;overall good
31/05/2025 14.43;Dramaga;Male;65;9;4;5;4;4;5;5;4;5;4;4;4;4;5;overall good
10/05/2025 04.44;Bojonggede;Female;52;10;4;4;3;3;4;4;4;3;3;4;4;3;4;overall good
24/05/2025 17.59;Tanah Sareal;Male;23;9;4;4;4;5;5;4;4;4;5;4;4;4;5;overall good
25/05/2025 06.10;Leuwiliang;Female;25;8;4;4;4;4;4;3;3;4;3;3;5;5;4;overall good
02/05/2025 19.09;Cijeruk;Male;49;0;4;4;4;3;4;3;5;4;3;4;4;4;4;overall good
20/05/2025 16.27;Ciomas;Female;24;9;4;4;3;3;4;4;3;4;5;4;3;4;4;overall good
26/05/2025 09.28;Bogor Selatan;Male;34;5;4;3;3;4;3;4;3;3;3;4;4;4;4;overall good
08/05/2025 05.32;Babakan Madang;Female;64;4;4;4;4;4;4;4;4;4;5;3;4;4;4;overall good
07/05/2025 20.57;Sukaraja;Male;35;0;4;4;4;3;3;3;4;4;3;5;4;3;4;overall good
12/05/2025 18.44;Caringin;Female;62;9;4;5;4;4;4;5;4;5;4;4;4;5;4;overall good
15/05/2025 22.04;Tanah Sareal;Male;21;9;4;4;4;4;4;4;4;5;3;4;3;4;4;overall good
06/05/2025 03.53;Bogor Selatan;Female;50;7;4;3;4;4;4;3;4;4;4;4;3;4;4;overall good
04/05/2025 01.31;Bogor Selatan;Male;52;7;4;3;4;5;3;4;4;4;3;3;3;4;3;overall good
16/05/2025 17.45;Yasmin;Female;48;10;4;4;4;3;3;3;3;4;4;4;4;4;4;overall good
16/05/2025 14.40;Bogor Selatan;Male;64;7;4;4;4;4;4;3;4;4;4;3;4;4;3;overall good
04/05/2025 01.39;Yasmin;Female;23;8;4;4;3;4;3;3;3;3;4;4;3;3;3;overall good
09/05/2025 03.47;Bogor Selatan;Male;38;10;4;4;4;4;4;4;4;4;4;4;4;3;4;overall good
29/05/2025 06.03;Bojonggede;Female;56;9;3;4;3;3;4;3;3;4;3;4;3;3;4;overall good
08/05/2025 15.47;Bogor Barat;Male;29;10;4;4;3;3;4;3;3;4;5;3;4;3;4;overall good
09/05/2025 17.01;Bogor Tengah;Female;52;9;4;4;4;5;4;4;4;5;4;4;3;3;4;overall good
21/05/2025 04.56;Bogor Timur;Male;62;8;4;4;4;4;4;4;5;4;4;4;4;4;3;overall good
14/05/2025 03.40;Caringin;Female;65;9;4;4;4;4;4;5;4;5;4;4;4;5;3;overall good
30/05/2025 15.19;Ciawi;Male;49;9;4;4;4;3;3;4;3;4;4;4;4;3;4;overall good
30/05/2025 17.05;Bogor Barat;Female;59;10;4;5;5;4;4;5;5;4;4;5;5;4;5;overall good
17/05/2025 21.16;Bogor Timur;Male;61;2;4;3;4;4;3;3;5;4;4;4;4;4;4;overall good
06/05/2025 16.54;Gunung Putri;Female;21;7;3;4;3;3;4;4;4;3;4;3;4;3;4;overall good
23/05/2025 12.51;Ciawi;Male;27;7;4;5;4;4;4;4;4;3;4;4;4;4;3;overall good
08/05/2025 05.51;Yasmin;Female;38;9;4;3;3;3;4;4;3;4;4;4;3;3;4;overall good
03/05/2025 14.56;Caringin;Male;52;9;3;3;3;4;4;3;4;4;4;3;3;3;3;overall good
17/05/2025 05.28;Bojonggede;Female;39;10;3;4;3;3;4;3;4;3;3;3;4;3;4;overall good
27/05/2025 02.04;Kemang;Male;50;9;4;4;3;3;4;4;4;3;4;4;3;3;3;overall good
25/05/2025 23.54;Baranangsiang;Female;31;8;4;4;4;4;3;5;5;4;4;5;3;5;4;overall good
22/05/2025 14.15;Bogor Selatan;Male;25;5;4;3;3;4;2;4;3;3;3;4;4;4;3;improve ATM Service
16/05/2025 19.27;Sukaraja;Female;58;9;4;4;4;4;4;4;4;4;3;4;3;4;5;overall good
12/05/2025 12.15;Cibinong;Male;28;9;4;3;4;4;4;4;4;3;4;4;4;4;4;overall good
04/05/2025 13.40;Gunung Putri;Female;33;9;4;3;4;3;3;3;3;4;3;3;4;4;4;overall good
08/05/2025 00.52;Caringin;Male;58;8;4;5;5;5;5;5;4;4;4;3;5;4;5;overall good
19/05/2025 03.08;Yasmin;Female;60;10;4;3;3;4;4;4;3;4;4;3;3;4;5;overall good
14/05/2025 02.13;Tanah Sareal;Male;50;8;4;4;4;4;4;5;5;5;4;5;4;3;4;overall good
14/05/2025 14.55;Yasmin;Female;42;9;3;3;3;4;4;3;4;3;3;3;3;4;4;overall good
21/05/2025 07.15;Tanah Sareal;Male;28;3;4;4;4;3;4;5;5;3;4;4;5;3;4;overall good
30/05/2025 07.17;Baranangsiang;Female;42;10;3;3;4;3;4;3;4;4;3;4;3;4;4;overall good
29/05/2025 01.33;Baranangsiang;Male;61;1;4;4;4;3;3;4;3;3;3;4;3;3;3;overall good
11/05/2025 12.10;Cijeruk;Female;35;10;4;4;5;4;4;4;5;4;4;5;4;4;4;overall good
01/05/2025 16.53;Sukaraja;Male;51;2;4;4;3;3;3;3;3;4;4;4;3;4;3;overall good
29/05/2025 03.07;Gunung Putri;Female;36;10;4;4;4;3;3;4;4;3;3;4;3;3;4;overall good
01/05/2025 05.54;Cibinong;Male;58;4;3;3;4;3;4;3;4;4;4;4;4;4;3;overall good
25/05/2025 11.27;Gunung Putri;Female;23;10;3;4;4;3;4;3;4;3;3;3;4;4;3;overall good
05/05/2025 18.10;Bogor Barat;Male;48;8;4;4;4;4;3;4;3;4;4;4;4;3;3;overall good
20/05/2025 17.44;Babakan Madang;Female;52;9;5;4;4;5;4;4;5;4;5;5;4;4;4;overall good
05/05/2025 09.42;Yasmin;Male;29;9;3;4;4;4;3;5;5;4;3;4;4;4;4;overall good
23/05/2025 07.06;Bogor Tengah;Female;51;7;4;4;4;4;4;5;5;4;5;4;4;3;4;overall good
23/05/2025 12.19;Sukaraja;Male;58;10;3;3;4;4;3;3;4;3;4;4;4;3;4;overall good
31/05/2025 10.17;Tanah Sareal;Female;46;10;4;4;4;5;5;4;3;4;4;4;4;4;4;overall good
19/05/2025 16.25;Babakan Madang;Male;61;9;4;4;4;4;4;4;5;5;4;4;4;4;4;overall good
14/05/2025 02.19;Ciomas;Female;54;10;5;4;4;5;4;4;3;4;4;4;4;3;4;overall good
04/05/2025 22.19;Kemang;Male;55;7;4;3;4;4;4;3;4;4;4;4;3;4;4;overall good
25/05/2025 23.42;Kemang;Female;42;7;4;4;4;4;4;3;3;3;4;4;3;5;4;overall good
23/05/2025 14.10;Bojonggede;Male;24;10;4;4;4;5;4;4;5;4;4;3;5;5;4;overall good
28/05/2025 03.02;Kemang;Female;23;9;4;4;4;4;4;4;4;3;4;5;4;3;4;overall good
07/05/2025 17.15;Bogor Timur;Male;56;1;3;4;3;3;4;3;3;4;3;3;3;3;4;overall good
29/05/2025 03.53;Ciomas;Female;36;10;5;4;4;3;5;4;4;4;4;3;4;4;3;overall good
25/05/2025 10.41;Yasmin;Male;35;10;4;4;4;3;3;3;3;3;4;4;3;3;4;overall good
17/05/2025 18.13;Gunung Putri;Female;38;10;3;4;4;4;4;3;4;3;3;4;4;5;4;overall good
23/05/2025 19.46;Babakan Madang;Male;52;7;3;4;4;3;4;4;4;3;5;4;5;3;4;overall good
22/05/2025 22.35;Cijeruk;Female;64;2;4;4;4;4;4;3;4;3;4;4;3;4;3;overall good
10/05/2025 03.26;Kemang;Male;44;7;4;4;4;3;4;4;3;5;3;4;4;4;4;overall good
14/05/2025 23.58;Babakan Madang;Female;26;9;4;4;4;4;3;4;4;3;4;4;4;4;5;overall good
08/05/2025 04.22;Bogor Timur;Male;27;9;4;5;4;4;4;3;4;4;3;3;4;3;5;overall good
31/05/2025 10.49;Caringin;Female;30;4;3;4;4;5;3;4;4;4;4;3;4;4;4;overall good
24/05/2025 00.08;Bogor Tengah;Male;39;9;4;4;3;3;4;3;4;4;4;4;3;4;3;overall good
15/05/2025 03.38;Bojonggede;Female;47;9;4;4;4;4;3;3;4;4;4;4;4;2;4;improve Staff Friendliness
26/05/2025 05.24;Yasmin;Male;25;9;4;3;3;4;4;4;3;4;4;4;4;4;4;overall good
24/05/2025 14.24;Ciomas;Female;47;8;4;4;3;3;3;3;4;4;4;4;4;4;4;overall good
23/05/2025 05.37;Sukaraja;Male;63;8;4;5;4;5;4;4;4;5;4;4;4;5;4;overall good
09/05/2025 08.05;Dramaga;Female;57;10;4;4;5;4;4;4;4;4;5;5;4;5;4;overall good
03/05/2025 07.07;Cileungsi;Male;35;8;4;4;4;3;3;4;4;4;3;3;4;4;4;overall good
31/05/2025 00.45;Tanah Sareal;Female;43;9;4;4;4;5;4;5;3;4;4;4;4;5;4;overall good
08/05/2025 10.49;Baranangsiang;Male;55;9;3;3;4;4;3;3;4;4;2;4;3;3;4;improve Loan Application
28/05/2025 21.22;Baranangsiang;Female;36;10;5;5;5;4;4;5;4;4;4;5;4;4;4;overall good
10/05/2025 23.01;Tanah Sareal;Male;49;9;3;4;3;4;3;4;4;4;4;3;4;3;4;overall good
08/05/2025 04.22;Cijeruk;Female;23;8;4;3;4;4;4;4;4;4;4;3;3;5;4;overall good
26/05/2025 21.44;Bojonggede;Male;49;7;4;4;4;5;4;4;3;5;4;4;5;4;4;overall good
25/05/2025 05.51;Dramaga;Female;28;3;3;4;4;4;4;4;3;3;3;3;4;4;4;overall good
01/05/2025 05.00;Tanah Sareal;Male;50;1;4;4;4;3;5;4;4;4;4;3;4;3;4;overall good
24/05/2025 00.08;Cijeruk;Female;53;10;4;4;4;4;4;3;4;3;3;4;4;3;4;overall good
28/05/2025 10.32;Dramaga;Male;57;6;3;5;4;4;4;3;3;4;3;4;4;4;4;overall good
02/05/2025 22.41;Babakan Madang;Female;42;8;4;3;3;4;4;3;3;3;3;3;2;4;3;improve Branch Cleanliness
02/05/2025 04.53;Tanah Sareal;Male;64;8;4;3;4;4;4;4;5;4;5;5;5;3;4;overall good
18/05/2025 08.23;Leuwiliang;Female;60;3;3;4;4;3;3;3;3;4;5;3;5;4;4;overall good
29/05/2025 07.44;Bogor Timur;Male;41;9;4;5;4;3;4;4;4;4;4;3;3;3;4;overall good
14/05/2025 11.48;Ciawi;Female;35;6;3;3;3;2;3;2;4;3;3;3;3;3;3;improve Account Opening, Mobile Banking
05/05/2025 05.48;Yasmin;Male;22;10;4;4;4;4;4;4;4;3;3;4;4;5;4;overall good
30/05/2025 06.44;Ciawi;Female;46;10;3;4;3;3;3;4;4;3;3;4;3;4;4;overall good
18/05/2025 12.40;Kemang;Male;53;5;4;4;4;4;4;3;4;4;3;4;4;4;4;overall good
18/05/2025 22.39;Leuwiliang;Female;30;8;4;4;4;4;4;5;5;4;4;4;4;3;4;overall good
18/05/2025 01.21;Leuwiliang;Male;44;10;4;4;4;4;4;3;4;4;4;4;3;4;3;overall good
11/05/2025 11.18;Dramaga;Female;49;0;3;4;3;3;3;4;3;4;4;4;3;4;3;overall good
08/05/2025 22.49;Babakan Madang;Male;47;2;3;3;4;4;4;4;3;4;4;4;3;3;3;overall good
07/05/2025 23.21;Gunung Putri;Female;47;9;3;3;3;1;4;3;4;3;4;4;3;3;4;improve Account Opening
04/05/2025 05.01;Yasmin;Male;40;8;3;3;3;4;3;4;3;4;3;3;3;3;3;overall good
14/05/2025 06.27;Sukaraja;Female;45;10;4;4;4;3;4;4;3;4;4;4;4;3;5;overall good
10/05/2025 16.09;Gunung Putri;Male;32;7;3;4;4;3;3;5;4;4;4;4;4;3;3;overall good
03/05/2025 01.12;Baranangsiang;Female;45;10;4;4;4;4;4;4;4;5;3;5;4;3;4;overall good
11/05/2025 21.35;Dramaga;Male;58;10;4;3;4;4;3;3;4;3;4;4;4;4;4;overall good
31/05/2025 21.38;Bogor Tengah;Female;21;10;3;3;4;4;3;4;4;4;4;4;4;4;5;overall good
21/05/2025 06.01;Caringin;Male;28;8;4;4;4;3;4;5;4;5;4;4;4;4;4;overall good
12/05/2025 21.09;Baranangsiang;Female;52;5;4;4;5;4;3;3;4;4;4;4;4;4;4;overall good
04/05/2025 05.44;Bogor Tengah;Male;28;8;4;4;4;5;4;4;4;4;3;4;3;4;4;overall good
13/05/2025 12.29;Kemang;Female;44;10;5;5;4;4;5;4;5;5;4;4;4;5;5;overall good
25/05/2025 21.08;Caringin;Male;65;2;4;3;3;3;3;4;4;4;3;3;4;3;4;overall good
29/05/2025 05.40;Sukaraja;Female;22;1;3;4;4;4;3;4;4;4;5;4;4;4;4;overall good
18/05/2025 08.23;Bogor Barat;Male;30;9;3;2;3;3;3;2;3;3;4;3;2;3;3;improve Mobile Banking, Branch Cleanliness
31/05/2025 21.16;Baranangsiang;Female;24;10;3;4;4;4;4;5;4;4;5;3;4;4;3;overall good
25/05/2025 22.41;Bojonggede;Male;24;9;4;4;4;4;3;4;3;4;4;4;3;3;3;overall good
30/05/2025 01.36;Yasmin;Female;61;9;4;4;4;5;4;4;4;3;4;4;3;4;4;overall good
15/05/2025 14.46;Baranangsiang;Male;55;10;4;4;3;5;3;4;4;5;4;4;3;3;4;overall good
05/05/2025 15.39;Cileungsi;Female;64;2;3;4;4;3;2;4;4;3;3;3;4;4;3;improve ATM Service
01/05/2025 15.01;Cijeruk;Male;58;9;4;3;3;3;4;4;4;4;3;3;3;4;3;overall good
21/05/2025 00.00;Tanah Sareal;Female;54;10;4;3;3;3;3;3;2;4;4;3;3;2;3;improve Internet Banking, Staff Friendliness
25/05/2025 10.29;Ciomas;Male;31;9;4;4;4;5;4;5;4;4;4;3;4;4;3;overall good
21/05/2025 06.14;Cibinong;Female;33;7;4;4;4;4;4;4;4;3;4;5;4;5;4;overall good
01/05/2025 20.14;Babakan Madang;Male;25;9;4;4;4;5;4;5;3;4;4;4;4;3;4;overall good
07/05/2025 17.57;Caringin;Female;43;10;4;3;4;4;3;3;3;3;3;3;2;3;4;improve Branch Cleanliness
09/05/2025 08.38;Babakan Madang;Male;59;10;5;5;4;4;5;5;4;4;4;4;5;4;5;overall good
11/05/2025 19.03;Dramaga;Female;22;7;4;4;4;5;3;4;4;3;3;4;4;4;4;overall good
15/05/2025 22.10;Tanah Sareal;Male;65;9;4;3;4;3;3;4;4;4;5;5;3;4;4;overall good
21/05/2025 14.56;Tanah Sareal;Female;34;9;4;3;3;4;4;4;3;4;4;4;3;3;4;overall good
21/05/2025 22.26;Bogor Selatan;Male;25;10;4;4;4;4;4;3;5;5;4;4;4;4;5;overall good
23/05/2025 18.31;Bogor Barat;Female;33;9;4;3;4;4;4;3;5;3;4;3;3;5;4;overall good
01/05/2025 11.58;Bogor Selatan;Male;37;10;3;4;4;4;3;3;4;3;3;4;4;4;3;overall good
29/05/2025 12.36;Bogor Selatan;Female;28;1;4;4;4;5;4;4;5;5;4;5;4;4;5;overall good
05/05/2025 09.45;Yasmin;Male;32;7;4;4;4;4;4;3;4;4;4;3;3;4;4;overall good
18/05/2025 02.20;Tanah Sareal;Female;38;2;3;3;3;3;3;4;3;4;4;3;3;3;3;overall good
25/05/2025 12.15;Baranangsiang;Male;53;7;4;4;4;4;4;4;3;4;4;4;5;4;4;overall good
26/05/2025 16.08;Sukaraja;Female;25;9;4;4;4;4;3;3;4;4;4;4;4;4;4;overall good
27/05/2025 01.47;Yasmin;Male;33;1;3;3;4;3;3;4;3;4;4;2;3;3;3;improve Complaint Handling
24/05/2025 01.05;Bogor Tengah;Female;27;4;4;4;4;4;3;3;3;4;4;4;4;5;3;overall good
06/05/2025 05.02;Bojonggede;Male;65;8;4;4;4;5;4;4;4;4;4;4;4;4;5;overall good
11/05/2025 09.38;Baranangsiang;Female;43;3;3;3;3;4;4;4;5;4;4;3;4;4;3;overall good
07/05/2025 00.01;Ciawi;Male;35;8;3;3;4;3;3;4;4;4;4;3;3;4;5;overall good
18/05/2025 12.53;Babakan Madang;Female;28;8;4;4;5;5;3;4;4;3;4;4;4;4;4;overall good
16/05/2025 22.16;Dramaga;Male;56;7;4;4;4;5;4;4;4;4;4;4;4;5;4;overall good
30/05/2025 03.30;Caringin;Female;28;8;3;4;4;4;4;5;4;4;4;5;5;4;4;overall good
11/05/2025 23.09;Dramaga;Male;64;3;4;3;4;4;5;3;3;4;4;3;3;4;4;overall good
10/05/2025 03.57;Cijeruk;Female;47;10;4;4;4;3;5;3;4;4;3;4;4;4;5;overall good
09/05/2025 16.53;Bogor Timur;Male;51;2;4;4;4;4;5;5;4;4;5;5;4;3;4;overall good
20/05/2025 05.48;Bogor Tengah;Female;64;7;4;4;4;3;4;4;5;4;4;4;5;4;3;overall good
06/05/2025 18.53;Babakan Madang;Male;54;7;5;4;4;3;4;5;4;4;4;4;5;3;5;overall good
09/05/2025 04.34;Tanah Sareal;Female;46;9;4;4;4;4;4;4;3;5;4;3;3;3;4;overall good
10/05/2025 17.19;Bogor Timur;Male;44;2;3;4;3;4;4;4;3;3;4;3;4;5;4;overall good
